,class,details
248,4789," retail sale via stalls and markets of other goods This class includes retail sale of other goods via stalls or markets, such as: carpets and rugs, books, games and toys, household appliances and consumer electronics, music and video recordings Retail sale via stalls and markets of other goods"
249,4791," retail sale via mail order houses or via internet In retail sale activities in this class, the buyer makes his choice on the basis of advertisements, catalogues, information provided on a website, models or any other means of advertising. The customer places his order by mail, phone or over the Internet (usually through special means provided by a website). The products purchased can be either directly downloaded from the Internet or physically delivered to the customer. Retail sale via mail order houses Retail sale via e-commerce"
250,4799," other retail sale not in stores, stalls or markets This class includes retail sale of any kind of product in any way that is not included in previous classes (by direct sales or door-to-door sales persons, through vending machines etc.), direct selling of fuel (heating oil, fire wood etc.), delivered directly to the customers premises, activities of non-store auctions (retail), retail sale by (non-store) commission agents This class excludes: - delivery of products by stores, see groups 471-477 Other retail sale not in stores, stalls or markets"
251,4911," passenger rail transport This class includes passenger transport by inter-urban railways, operation of sleeping cars or dining cars as an integrated operation of railway companies This class excludes: - passenger transport by urban and suburban transit systems, see 4921 - passenger terminal activities, see 5221 - operation of sleeping cars or dining cars when operated by separate units, see 5590, 5610 Passenger rail transport"
252,4912," Freight rail transport This class includes freight transport by inter-urban, suburban and urban railways This class excludes: - storage and warehousing, see 5210 - freight terminal activities, see 5221 - cargo handling, see 5224 Freight rail transport"
253,4921," urban or suburban passenger land transport This class includes land transport of passengers by urban or suburban transport systems. The transport is carried out on scheduled routes normally following a fixed time schedule, entailing the picking up and setting down of passengers at normally fixed stops. This class excludes: - passenger transport by inter-urban railways, see 4911  Urban or suburban passenger bus transport (excluding chartered bus) Urban or suburban tramways Urban or suburban underground or elevated rillways Other urban or suburban passenger transport n.e.c."
254,4922," other passenger land transport This class includes land transport not operated on scheduled routes This class excludes: - ambulance transport, see 8690 Long-distance bus services Charters, excursions and other occasional coach services Rental of private cars with driver Taxi operation Operation of school buses and buses for transport of employees Passenger transport by man- or animal-drawn vehicles Other non urban passenger land transport n.e.c."
255,4923," Freight transport by road This class excludes: - log hauling within the forest, as part of logging operations, see 0240 - distribution of water by trucks, see 3600 - operation of terminal facilities for handling freight, see 5221 - crating and packing services for transport, see 5229 - post and courier activities, see 5310, 5320 - waste transport as integrated part of waste collection activities, see 3811, 3812 Motorised road freight transport Non-motorised road freight transport"
256,4930," transport via pipeline This class includes transport of gases, liquids, water slurry and other commodities via pipelines including operation of pump stations Transport via pipeline"
257,5011," Sea and coastal passenger water transport This class excludes: #NAME? units, see 5610, 5630 - operation of â€œfloating casinosâ€�, see 9200 Sea and coastal ferry service Sea and coastal water cruise, water taxis and other sight seeing boats Sea and coastal long distance water transport Other sea and coastal water transport n.e.c."
