,group,class,subclass,details,column5,column6,column7,column8,column9,column10,column11,column12
2591,,,,"and accessories, power-driven hand-tools and other machine tools",,,,,,,,
2592,,,33124,Repair and maintenance of agricultural machinery and forestry and logging,,,,,,,,
2593,,,,machinery including agricultural tractors,,,,,,,,
2594,,,33125,"Repair and maintenance of mining, construction, and oil and gas field",,,,,,,,
2595,,,,machinery; metallurgy machinery,,,,,,,,
2596,,,33126,"Repair and maintenance of food, beverage, and tobacco processing",,,,,,,,
2597,,,,machinery,,,,,,,,
2598,,,33127,"Repair and maintenance of textile apparel, leather production machinery and",,,,,,,,
2599,,,,papermaking machinery,,,,,,,,
2600,,,33129,Repair and maintenance of other special purpose machinery of division,,,,,,,,
2601,,,28,"(weighing equipment, vending machines, cash registers, photocopy",,,,,,,,
2602,,,,"machines, calculators, typewriters etc.)",,,,,,,,
2603,,3313,,repair of electronic and optical equipment,,,,,,,,
2604,,,,This class includes repair and maintenance of goods produced in groups,,,,,,,,
2605,,,,"265, 266 and 267, except those that are considered household goods.",,,,,,,,
2606,,,,This class excludes:,,,,,,,,
2607,,,,"- repair of photocopy machines, see 3312",,,,,,,,
2608,,,,"- repair and maintenance of computers and peripheral equipment, see 9511",,,,,,,,
2609,,,,"- repair of computer projectors, see 9511",,,,,,,,
2610,,,,"- repair and maintenance of communication equipment, see 9512",,,,,,,,
2611,,,,"- repair of commercial TV and video cameras, see 9512",,,,,,,,
2612,,,,"- repair of household-type video cameras, see 9521",,,,,,,,
2613,,,,"- repair of watches and clocks, see 9529",,,,,,,,
2614,,,33131,"Repair and maintenance of measuring, testing, navigating and control",,,,,,,,
2615,,,,equipment of group 265,,,,,,,,
2616,,,33132,"Repair and maintenance of irradiation, electromedical and electro theraputic",,,,,,,,
2617,,,,equipmemts of class 2660,,,,,,,,
2618,,,33133,Repair and maintenance of optical instruments and equipment of class,,,,,,,,
2619,,,2670,2670,,,,,,,,
2620,,3314,,repair of electrical equipment,,,,,,,,
2621,,,,"This class includes the repair and maintenance of goods of division 27,",,,,,,,,
2622,,,,except those in class 2750 (domestic appliances),,,,,,,,
2623,,,,This class excludes:,,,,,,,,
2624,,,,"- repair and maintenance of computers and peripheral computer equipment,",,,,,,,,
2625,,,,see 9511,,,,,,,,
2626,,,,"- repair and maintenance of telecommunications equipment, see 9512",,,,,,,,
2627,,,,"- repair and maintenance of consumer electronics, see 9521",,,,,,,,
2628,,,,"- repair of watches and clocks, see 9529",,,,,,,,
2629,,,33140,Repair of electrical equipment,,,,,,,,
2630,,3315,,"repair of transport equipment, except motor vehicles",,,,,,,,
2631,,,,This class includes the repair and maintenance of transport equipment,,,,,,,,
2632,,,,"of division 30, except motorcycles and bicycles. However, the factory",,,,,,,,
2633,,,,"rebuilding or overhaul of ships, locomotives, railroad cars and aircraft is",,,,,,,,
2634,,,,classified in division 30,,,,,,,,
2635,,,,This class excludes:,,,,,,,,
2636,,,,"- factory rebuilding of ships, see 3010",,,,,,,,
2637,,,,"- factory rebuilding of locomotives and railroad cars, see 3020",,,,,,,,
2638,,,,"- factory rebuilding of aircraft, see 3030",,,,,,,,
2639,,,,"- ship scaling, dismantling, see 3830",,,,,,,,
2640,,,,"- repair and maintenance of motorcycles, see 4540",,,,,,,,
2641,,,,"- repair of bicycles, see 9529",,,,,,,,
2642,,,33150,"Repair of transport equipment, except motor vehicles",,,,,,,,
2643,,3319,,repair of other equipment,,,,,,,,
2644,,,,This class includes the repair and maintenance of equipment not covered,,,,,,,,
2645,,,,in other groups of this division such as repair of fishing nets including,,,,,,,,
2646,,,,"mending, ropes, riggings, canvas and tarps, fertilizer and chemical storage",,,,,,,,
2647,,,,"bags reconditioning of wooden pallets, shipping drums or barrels, and similar",,,,,,,,
2648,,,,"items, repair of coin-operated games, organs and other musical instruments",,,,,,,,
2649,,,,etc.,,,,,,,,
2650,,,,This class excludes:,,,,,,,,
2651,,,,#NAME?,,,,,,,,
2652,,,9524,9524,,,,,,,,
2653,,,,"- repair of bicycles, see 9529",,,,,,,,
2654,,,,"- repair and alteration of clothing, see 9529",,,,,,,,
2655,,,33190,Repair of other equipment,,,,,,,,
2656,332,,,installation of industrial machinery and equipment,,,,,,,,
2657,,3320,,installation of industrial machinery and equipment,,,,,,,,
2658,,,,"This class includes the specialized installation of machinery. However, the",,,,,,,,
2659,,,,installation of equipment that forms an integral part of buildings or similar,,,,,,,,
2660,,,,"structures, such as installation of escalators, electrical wiring, burglar alarm",,,,,,,,
2661,,,,"systems or air-conditioning systems, is classified as construction.",,,,,,,,
2662,,,33200,Installation of industrial machinery and equipment,,,,,,,,
2663,,"SECTION D : ELECTRICITY, GAS, STEAM AND AIRCONDITION SUPPLY",,,,,,,,,,
2664,,"DiviSion 35 : eleCtriCity, GaS, Steam anD airConDition Supply",,,,,,,,,,
2665,351,,,"electric power generation, transmission and distribution",,,,,,,,
2666,,3510,,"electric power generation, transmission and distribution",,,,,,,,
2667,,,,This class excludes:,,,,,,,,
2668,,,,"- production of electricity through incineration of waste, see 3821",,,,,,,,
2669,,,35101,Electric power generation by hydroelectric power plants,,,,,,,,
2670,,,35102,Electric power generation by coal based thermal power plants,,,,,,,,
2671,,,35103,"Electric power generation by non-coal based thermal (e.g. diesel, gas )",,,,,,,,
2672,,,35104,Electric power generation and transmission by nuclear power plants,,,,,,,,
2673,,,35105,Electric power generation using solar energy,,,,,,,,
2674,,,35106,Electric power generation using other non conventional sources,,,,,,,,
2675,,,35107,Transmission of electric energy,,,,,,,,
2676,,,35109,"Collection and distribution of electric energy to households, industrial,",,,,,,,,
2677,,,,commercial and other users n.e.c.,,,,,,,,
2678,352,,,manufacture of gas; distribution of gaseous fuels through mains,,,,,,,,
2679,,3520,,manufacture of gas; distribution of gaseous fuels through mains,,,,,,,,
2680,,,,This class excludes:,,,,,,,,
2681,,,,"- operation of coke ovens, see 1910",,,,,,,,
2682,,,,"- manufacture of refined petroleum products, see 1920",,,,,,,,
2683,,,,"- manufacture of industrial gases, see 2011",,,,,,,,
2684,,,,"- wholesale of gaseous fuels, see 4661",,,,,,,,
2685,,,,"- retail sale of bottled gas, see 4773",,,,,,,,
2686,,,,"- direct selling of fuel, see 4799",,,,,,,,
2687,,,,"- (long-distance) transportation of gases by pipelines, see 4930",,,,,,,,
2688,,,35201,Manufacture of gas,,,,,,,,
2689,,,35202,Disrtibution and sale of gaseous fuels through mains,,,,,,,,
2690,353,,,,,,,,,,,
2691,,3530,,,,,,,,,,
2692,,,35301,,,,,,,,,
2693,,,35302,,,,,,,,,
2694,,,35303,,,,,,,,,
2695,360,,,,,,,,,,,
2696,,3600,,,,,,,,,,
2697,,,,,,,,,,,,
2698,,,,,,,,,,,,
2699,,,,,,,,,,,,
2700,,,,,,,,,,,,
2701,,,,,,,,,,,,
2702,,,36000,,,,,,,,,
2703,370,,,,,,,,,,,
2704,,3700,,,,,,,,,,
2705,,,37001,,,,,,,,,
2706,,,37002,,,,,,,,,
2707,,,37003,,,,,,,,,
2708,381,,,,,,,,,,,
2709,,3811,,,,,,,,,,
2710,,,,,,,,,,,,
2711,,,,,,,,,,,,
2712,,,,,,,,,,,,
2713,,,,"- operation of landfills for the disposal of non-hazardous waste, see 3821",,,,,,,,
2714,,,,#NAME?,,,,,,,,
2715,,,,"paper, plastics, etc. are sorted into distinct categories, see 3830",,,,,,,,
2716,,,38110,Collection of non-hazardous waste,,,,,,,,
2717,,3812,,Collection of hazardous waste,,,,,,,,
2718,,,,"This class includes the collection of solid and non-solid hazardous waste,",,,,,,,,
2719,,,,"i.e. explosive, oxidizing, flammable, toxic, irritant, carcinogenic, corrosive,",,,,,,,,
2720,,,,infectious and other substances and preparations harmful for human health,,,,,,,,
2721,,,,"and environment. It may also entail identification, treatment, packaging and",,,,,,,,
2722,,,,labeling of waste for the purposes of transport.,,,,,,,,
2723,,,38120,Collection of hazardous waste,,,,,,,,
2724,382,,,Waste treatment and disposal,,,,,,,,
2725,,3821,,treatment and disposal of non-hazardous waste,,,,,,,,
2726,,,,"This class includes the disposal, treatment prior to disposal and other",,,,,,,,
2727,,,,treatment of solid or non-solid non-hazardous waste.,,,,,,,,
2728,,,,This class excludes:,,,,,,,,
2729,,,,"- incineration and combustion of hazardous waste, see 3822",,,,,,,,
2730,,,,#NAME?,,,,,,,,
2731,,,,"as paper, plastics, used beverage cans and metals, are sorted into distinct",,,,,,,,
2732,,,,"categories, see 3830",,,,,,,,
2733,,,,"- decontamination, clean up of land, water; toxic material abatement, see",,,,,,,,
2734,,,3900,3900,,,,,,,,
2735,,,38210,Treatment and disposal of non-hazardous waste,,,,,,,,
2736,,3822,,treatment and disposal of hazardous waste,,,,,,,,
2737,,,,This class excludes:,,,,,,,,
2738,,,,"- incineration of non-hazardous waste, see 3821",,,,,,,,
2739,,,,"- decontamination, clean up of land, water; toxic material abatement, see",,,,,,,,
2740,,,3900,3900,,,,,,,,
2741,,,,"- reprocessing of nuclear fuels, see 2011",,,,,,,,
2742,,,38221,"Treatment and disposal of toxic live or dead animals and other, contaminated",,,,,,,,
2743,,,,"waste, disposal of used goods; incineration of hazardous waste",,,,,,,,
2744,,,38222,"Treatment, disposal and storage of radioactive nuclear waste",,,,,,,,
2745,383,,,materials recovery,,,,,,,,
2746,,3830,,materials recovery,,,,,,,,
2747,,,,"This class includes recovery of materials such as paper, plastics, used",,,,,,,,
2748,,,,"beverage cans and metals, into distinct categories, from garbage. Also",,,,,,,,
2749,,,,includes the processing of metal and non-metal waste and scrap and other,,,,,,,,
2750,,,,articles into secondary raw material,,,,,,,,
2751,,,,This class excludes:,,,,,,,,
2752,,,,- manufacture of new final products from (whether or not self-manufactured),,,,,,,,
2753,,,,"secondary metal raw materials, such as spinning yarn from garnetted stock,",,,,,,,,
2754,,,,"making pulp from paper waste, retreading tyres or production of metal from",,,,,,,,
2755,,,,"metal scrap, see corresponding classes in section C (Manufacturing)",,,,,,,,
2756,,,,"- reprocessing of nuclear fuels, see 2011",,,,,,,,
2757,,,,"- treatment and disposal of non-hazardous waste, see 3821",,,,,,,,
2758,,,,"- treatment of organic waste for disposal, see 3821",,,,,,,,
2759,,,,#NAME?,,,,,,,,
2760,,,3821,3821,,,,,,,,
2761,,,,"- disposal of used goods such as refrigerators to eliminate harmful waste,",,,,,,,,
2762,,,,see 3822,,,,,,,,
2763,,,,"- treatment and disposal of transition radioactive waste from hospitals etc.,",,,,,,,,
2764,,,,see 3822,,,,,,,,
2765,,,,"- treatment and disposal of toxic, contaminated waste, see 3822",,,,,,,,
2766,,,,#NAME?,,,,,,,,
2767,,,,"obtain and re-sell usable parts, see section G",,,,,,,,
2768,,,,"- wholesale of recoverable materials, see 4669",,,,,,,,
2769,,,38300,Materials recovery,,,,,,,,
2770,,,DiviSion 39 : remeDiationa,CtivitieSa nD other WaSte manaGement ServiCeS,,,,,,,,
2771,390,,,remediation activities and other waste management services,,,,,,,,
2772,,,.,remediation activities and other waste management services,,,,,,,,
2773,,,,"This includes cleanup of contaminated buildings and sites, soil, surface or",,,,,,,,
2774,,,,ground water and other specialized pollution-control activities,,,,,,,,
2775,,,,This class excludes:,,,,,,,,
2776,,,,"- treatment and disposal of non-hazardous waste, see 3821",,,,,,,,
2777,,,,"- treatment and disposal of hazardous waste, see 3822",,,,,,,,
2778,,,,"- outdoor sweeping and watering of streets etc., see 8129",,,,,,,,
2779,,,39000,Remediation activities and other waste management services,,,,,,,,
2780,,,,SECTION F : CONSTRUCTION,,,,,,,,
2781,,,DiviSion 41 : ConStruCtion oF builDinGS,,,,,,,,,
2782,410,,,Construction of buildings,,,,,,,,
2783,,4100,,Construction of buildings,,,,,,,,
2784,,,,This class excludes:,,,,,,,,
2785,,,,#NAME?,,,,,,,,
2786,,,,"parts not of concrete, see divisions 16 and 25",,,,,,,,
2787,,,,"- construction of industrial facilities, except buildings, see 4290",,,,,,,,
2788,,,,"- architectural and engineering activities, see 7110",,,,,,,,
2789,,,,"- project management activities related to construction, see 7110tion",,,,,,,,
2790,,,41001,Construction of buildings carried out on own-account basis or on a fee or,,,,,,,,
2791,,,,contract basis,,,,,,,,
2792,,,41002,"Activities relating to alteration, addition, repair, maintenance carried out on",,,,,,,,
2793,,,,own-account basis or on a fee or contract basis,,,,,,,,
2794,,,41003,Assembly and erection of prefabricated constructions on the site,,,,,,,,
2795,,,,DiviSion 42 : Civil enGineerinG,,,,,,,,
2796,,,421,Construction roads and railways,,,,,,,,
2797,,,4210,Construction roads and railways,,,,,,,,
2798,,,,This class excludes:,,,,,,,,
2799,,,,"- installation of street lighting and electrical signals, see 4321",,,,,,,,
2800,,,,"- architectural and engineering activities, see 7110",,,,,,,,
2801,,,,#NAME?,,,,,,,,
2802,,,7110,7110,,,,,,,,
2803,,,42101,"Construction and maintenance of motorways, streets, roads, other vehicular",,,,,,,,
2804,,,,"and pedestrian ways, highways, bridges, tunnels and subways",,,,,,,,
2805,,,42102,Construction and maintenance of railways and rail-bridges,,,,,,,,
2806,,,42103,Construction and maintenance of airfield runways,,,,,,,,
2807,422,,,Construction of utility projects,,,,,,,,
2808,,4220,,Construction of utility projects,,,,,,,,
2809,,,,This class excludes:,,,,,,,,
2810,,,,#NAME?,,,,,,,,
2811,,,7110,7110,,,,,,,,
2812,,,42201,Construction and maintenance of power plants,,,,,,,,
2813,,,42202,"Construction/erection and maintenance of power, telecommunication and",,,,,,,,
2814,,,,transmission lines,,,,,,,,
2815,,,42203,Construction of long distance pipelines or urban pipelines,,,,,,,,
2816,,,42204,"Construction and maintenance of water main and line connection, water",,,,,,,,
2817,,,,reservoirs including irrigation system (canal),,,,,,,,
2818,,,42205,Construction and repair of sewer systems including sewage disposal plants,,,,,,,,
2819,,,,and pumping stations,,,,,,,,
2820,,,42206,Water well drilling,,,,,,,,
2821,,,42209,Construction of utility projects n.e.c.,,,,,,,,
2822,429,,,Construction of other civil engineering projects,,,,,,,,
2823,,4290,,Construction of other civil engineering projects,,,,,,,,
2824,,,,This class excludes:,,,,,,,,
2825,,,,#NAME?,,,,,,,,
2826,,,7110,7110,,,,,,,,
2827,,,42901,Construction and maintenance of industrial facilities such as refineries,,,,,,,,
2828,,,,chemical plants etc.,,,,,,,,
2829,,,42902,"Construction of waterways, harbours and river works, dredging of",,,,,,,,
2830,,,,waterways,,,,,,,,
2831,,,42903,Construction of dams etc.,,,,,,,,
2832,,,42904,Construction of outdoor sports facilities,,,,,,,,
2833,,,42909,Other civil engineering projects n.e.c.,,,,,,,,
2834,,,,DiviSion 43: SpeCializeD ConStruCtion aCtivitieS,,,,,,,,
2835,431,,,Demolition and site preparation,,,,,,,,
2836,,4311,,Demolition,,,,,,,,
2837,,,,This class includes demolition or wrecking of buildings and other,,,,,,,,
2838,,,,structures,,,,,,,,
2839,,,43110,Demolition,,,,,,,,
2840,,4312,,Site preparation,,,,,,,,
2841,,,,This class excludes:,,,,,,,,
2842,,,,"- drilling of production oil or gas wells, see 0610, 0620",,,,,,,,
2843,,,,"- decontamination of soil, see 3900",,,,,,,,
2844,,,,"- water well drilling, see 4220",,,,,,,,
2845,,,,"- shaft sinking, see 4390",,,,,,,,
2846,,,,"- oil and gas field exploration, geophysical, geological and seismic surveying,",,,,,,,,
2847,,,,see 7110,,,,,,,,
2848,,,43121,Site preparation for mining including overburden removal and other,,,,,,,,
2849,,,,development and preparation of mineral properties and sites except oil and,,,,,,,,
2850,,,,gas sites,,,,,,,,
2851,,,43122,"Site preparation including drilling, boring and core sampling for construction,",,,,,,,,
2852,,,,"geophysical, geological or similar purposes",,,,,,,,
2853,,,43123,"Clearing of building sites, earth moving: excavation, landfill, levelling and",,,,,,,,
2854,,,,"grading of construction sites, trench digging, rock removal, blasting etc.",,,,,,,,
