group,class,subclass,details,column5,column6,column7,column8,column9,column10,column11,column12
,,,"process, but with the aim of disposal, see 382",,,,,,,,
,,,#NAME?,,,,,,,,
,,,when a real transformation process is required (the resulting secondary raw,,,,,,,,
,,,"material is fit for direct use in an industrial manufacturing process, but is not",,,,,,,,
,,,"a final product), see 3830",,,,,,,,
,,,#NAME?,,,,,,,,
,,,"for materials recovery, see 3830",,,,,,,,
,,,"- shredding of cars by means of a mechanical process, see 3830",,,,,,,,
,,,"- ship-breaking, see 3830",,,,,,,,
,,,"- retail sale of second-hand goods, see 4774",,,,,,,,
,,46691,"Wholesale of industrial chemicals,",,,,,,,,
,,46692,Wholesale of fertilizers and agrochemical products,,,,,,,,
,,46693,Wholesale of plastic materials in primary forms,,,,,,,,
,,46694,Wholesale of rubber,,,,,,,,
,,46695,Wholesale of textile fibres etc.,,,,,,,,
,,46696,Wholesale of paper in bulk,,,,,,,,
,,46697,Wholesale of precious stones,,,,,,,,
,,46699,Wholesale of metal and non-metal waste and scrap n.e.c.,,,,,,,,
469,,,non-specialized wholesale trade,,,,,,,,
,4690,,non-specialized wholesale trade,,,,,,,,
,,,This class includes wholesale of a variety of goods without any particular,,,,,,,,
,,,specialization,,,,,,,,
,,46901,Wholesale trade via e-commerce excluding activities of commission agents,,,,,,,,
,,46909,Other non-specialised wholesale trade n.e.c.,,,,,,,,
,,"DiviSion 47 : retail traDe, exCept oF motor vehiCleS anD motorCyCleS",,,,,,,,,
471,,,retail sale in non-specialized stores,,,,,,,,
,4711,,"retail sale in non-specialized stores with food, beverages or tobacco",,,,,,,,
,,,predominating,,,,,,,,
,,,"This class includes retail sale of a large variety of goods of which, however,",,,,,,,,
,,,"food products, beverages or tobacco should be predominant, such as: retail",,,,,,,,
,,,"sale activities of general stores that have, apart from their main sales of food",,,,,,,,
,,,"products, beverages or tobacco, several other lines of merchandise such as",,,,,,,,
,,,"wearing apparel, furniture, appliances, hardware, cosmetics etc.",,,,,,,,
,,47110,"Retail sale in non-specialized stores with food, beverages or tobacco",,,,,,,,
,,,predominating,,,,,,,,
,4719,,other retail sale in non-specialized stores,,,,,,,,
,,,This class includes retail sale of a large variety of goods of which food,,,,,,,,
,,,"products, beverages or tobacco are not predominant, such as retail sale",,,,,,,,
,,,"activities of department stores carrying a general line of merchandise,",,,,,,,,
,,,"including wearing apparel, furniture, appliances, hardware, cosmetics,",,,,,,,,
,,,"jewellery, toys, sports goods etc.",,,,,,,,
,,47190,Other retail sale in non-specialized stores,,,,,,,,
472,,,"retail sale of food, beverages and tobacco in specialized stores",,,,,,,,
,4721,,retail sale of food in specialized stores,,,,,,,,
,,47211,"Retail sale of cereals and pulses, tea, coffee, spices and flour",,,,,,,,
,,47212,Retail sale of fresh or preserved fruit and vegetables,,,,,,,,
,,47213,"Retail sale of meat, meat products, poultry products, fish, other seafood and",,,,,,,,
,,,products thereof,,,,,,,,
,,47214,"Retail sale of bakery products, dairy products and eggs",,,,,,,,
,,47215,Retail sale of sugar confectionery and sweetmeat,,,,,,,,
,,47219,Retail sale of other food products n.e.c.,,,,,,,,
,4722,,retail sale of beverages in specialized stores,,,,,,,,
,,47221,Retail sale of alcoholic beverages not consumed on the spot,,,,,,,,
,,47222,Retail sale of non-alcoholic beverages including icecream not for,,,,,,,,
,,,consumption on the premises,,,,,,,,
,4723,,retail sale of tobacco products in specialized stores,,,,,,,,
,,47230,Retail sale of tobacco products in specialized stores,,,,,,,,
473,,,retail sale of automotive fuel in specialized stores,,,,,,,,
,4730,,retail sale of automotive fuel in specialized stores,,,,,,,,
,,,This class includes the activity of petrol filling stations. This activity is often,,,,,,,,
,,,"combined with sales of lubricating products, cleaning and all other kinds",,,,,,,,
,,,"of products for motor vehicles. If the main object, however, is the sale of",,,,,,,,
,,,"automotive fuel or lubricants, they remain classified here",,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- wholesale of fuels, see 4661",,,,,,,,
,,,"- retail sale of liquefied petroleum gas for cooking or heating, see 4773",,,,,,,,
,,47300,Retail sale of automotive fuel in specialized stores [includes the activity of,,,,,,,,
,,,petrol filling stations.,,,,,,,,
474,,,retail sale of information and communications equipment in specialized,,,,,,,,
,,,stores,,,,,,,,
,4741,,"retail sale of computers, peripheral units, software and",,,,,,,,
,,,telecommunications equipment in specialized stores,,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- retail sale of blank tapes and disks, see 4762",,,,,,,,
,,47411,Retail sale of computers and computer peripherals,,,,,,,,
,,47412,Retail sale of video games,,,,,,,,
,,47413,Retail sale of non-customized software,,,,,,,,
,,47414,Retail sale of telecommunication equipment,,,,,,,,
,4742,,retail sale of audio and video equipment in specialized stores,,,,,,,,
,,,"This class includes retail sale of radio and television equipment, retail sale of",,,,,,,,
,,,"stereo equipment, retail sale of CD and DVD players and recorders",,,,,,,,
,,47420,Retail sale of audio and video equipment in specialized stores,,,,,,,,
475,,,retail sale of other household equipment in specialized stores,,,,,,,,
,4751,,retail sale of textiles in specialized stores,,,,,,,,
,,,"This class includes retail sale of fabrics, knitting yarn, basic materials for",,,,,,,,
,,,"rug, tapestry or embroidery making, retail sale of textiles, retail sale of",,,,,,,,
,,,"haberdashery (needles, sewing thread etc.)",,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- retail sale of clothing, see 4771",,,,,,,,
,,47510,Retail sale of textiles in specialized stores,,,,,,,,
,4752,,"retail sale of hardware, paints and glass in specialized stores",,,,,,,,
,,47521,"Retail sale of building material such as bricks, wood, sanitary equipment",,,,,,,,
,,47522,"Retail sale of hardware including paints, varnishes and lacquers and do-it-",,,,,,,,
,,,yourself materials and equipments,,,,,,,,
,,47523,Retail sale of glass,,,,,,,,
,4753,,"Retail sale of carpets, rugs, wall and floor coverings in specialized",,,,,,,,
,,,stores,,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- retail sale of cork floor tiles, see 4752",,,,,,,,
,,47531,"Retail sale of carpets, rugs, curtains and net curtains",,,,,,,,
,,47532,Retail sale of wallpaper and floor coverings,,,,,,,,
,4759,,"retail sale of electrical household appliances, furniture, lighting",,,,,,,,
,,,equipment and other household articles in specialized stores,,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- retail sale of antiques, see 4774",,,,,,,,
,,47591,Retail sale of household furniture,,,,,,,,
,,47592,"Retail sale of household utensils and cutlery, crockery, glassware, china and",,,,,,,,
,,,pottery,,,,,,,,
,,47593,"Retail sale of gas stoves, cooking/kitchen appliances",,,,,,,,
,,47594,"Retail sale of refrigerators, washing machines and other electrical/electronic",,,,,,,,
,,,household goods,,,,,,,,
,,47595,Retail sale of musical instruments,,,,,,,,
,,47599,"Retail sale of other household appliances n.e.c. ( security systems, such",,,,,,,,
,,,"as locking devices, safes, and vaults, without installation or maintenance",,,,,,,,
,,,"services etc. , wooden, cork and wickerwork goods, sewing and knitting",,,,,,,,
,,,machine and other household utensils and durables n.e.c.),,,,,,,,
476,,,retail sale of cultural and recreation goods in specialized stores,,,,,,,,
,4761,,"retail sale of books, newspapers and stationary in specialized stores",,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- retail sale of second-hand or antique books, see 4774",,,,,,,,
,,47611,Retail sale of books of all kinds,,,,,,,,
,,47612,Retail sale of newspapers and magazines,,,,,,,,
,,47613,"Retail sale of stationery office supplies such as pens, pencils, paper etc.",,,,,,,,
,4762,,retail sale of music and video recordings in specialized stores,,,,,,,,
,,,"This class includes retail sale of musical records, audio tapes, compact discs",,,,,,,,
,,,"and cassettes, video tapes and DVDs, blank tapes and discs",,,,,,,,
,,47620,Retail sale of music and video recordings in specialized stores,,,,,,,,
,4763,,retail sale of sporting equipment in specialized stores,,,,,,,,
,,,"This class includes retail sale of sports goods, fishing gear, camping goods,",,,,,,,,
,,,boats and bicycles,,,,,,,,
,,47630,Retail sale of sporting equipment in specialized stores,,,,,,,,
,4764,,retail sale of games and toys in specialized stores,,,,,,,,
,,,"This class includes retail sale of games and toys, made of all materials",,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- retail sale of video game consoles, see 4741",,,,,,,,
,,,"- retail sale of non-customized software, including video games, see 4741",,,,,,,,
,47640,,Retail sale of games and toys in specialized stores,,,,,,,,
477,,,retail sale of other goods in specialized stores,,,,,,,,
,4771,,"retail sale of clothing, footwear and leather articles in specialized",,,,,,,,
,,,stores,,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- retail sale of textiles, see 4751",,,,,,,,
,,47711,"Retail sale of readymade garments, hosiery goods, other articles of clothing",,,,,,,,
,,,"and clothing accessories such as gloves, ties, braces etc.",,,,,,,,
,,47712,Retail sale of articles of fur and artificial fur,,,,,,,,
,,47713,Retail sale of footwear,,,,,,,,
,,47714,Retail sale of leather goods and travel accessories of leather and leather,,,,,,,,
,,,substitutes,,,,,,,,
,4772,,"retail sale of pharmaceutical and medical goods, cosmetic and toilet",,,,,,,,
,,,articles in specialized stores,,,,,,,,
,,47721,"Retail sale of pharmaceuticals, medical and orthopaedic goods and toilet",,,,,,,,
,,,articles,,,,,,,,
,,47722,Retail sale of perfumery and cosmetic articles,,,,,,,,
,4773,,other retail sale of new goods in specialized stores,,,,,,,,
,,47731,"Retail sale of photographic, optical and precision equipment",,,,,,,,
,,47732,Retail sale of watches and clocks,,,,,,,,
,,47733,Retail sale of jewellery and immitation jewellery,,,,,,,,
,,47734,"Retail sale of flowers, plants, pet animals and pet food",,,,,,,,
,,47735,"Retail sale of souvenirs, craftwork and religious articles, stamps and coins",,,,,,,,
,,47736,"Retail sale of household fuel oil, bottled gas, coal and fuel wood",,,,,,,,
,,47737,"Retail sale of seeds, fertilisers, pesticides, machinery equipments and hand",,,,,,,,
,,,tools,,,,,,,,
,,47738,Activities of commercial art galleries,,,,,,,,
,,47739,Other retail sale of new goods in specialized stores n.e.c (weapons and,,,,,,,,
,,,"ammunition, non food products)",,,,,,,,
,4774,,retail sale of second-hand goods,,,,,,,,
,,,"This class includes retail sale of second-hand books, retail sale of other",,,,,,,,
,,,"second-hand goods, retail sale of antiques, activities of auctioning houses",,,,,,,,
,,,(retail),,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- retail sale of second-hand motor vehicles, see 4510",,,,,,,,
,,,#NAME?,,,,,,,,
,,,"4791, 4799",,,,,,,,
,,,"- activities of pawn shops, see 6492",,,,,,,,
,,47740,Retail sale of second-hand goods,,,,,,,,
478,,,retail sale via stalls and markets,,,,,,,,
,4781,,"retail sale via stalls and markets of food, beverages and tobacco",,,,,,,,
,,,products,,,,,,,,
,,,This class excludes:,,,,,,,,
,,,- retail sale of prepared food for immediate consumption (mobile food,,,,,,,,
,,,"vendors), see 5610",,,,,,,,
,,47810,"Retail sale via stalls and markets of food, beverages and tobacco products",,,,,,,,
,4782,,"retail sale via stalls and markets of textiles, clothing and footwear",,,,,,,,
,,47820,"Retail sale via stalls and markets of textiles, clothing and footwear",,,,,,,,
,4789,,retail sale via stalls and markets of other goods,,,,,,,,
,,,"This class includes retail sale of other goods via stalls or markets, such as:",,,,,,,,
,,,"carpets and rugs, books, games and toys, household appliances and consumer",,,,,,,,
,,,"electronics, music and video recordings",,,,,,,,
,,47890,Retail sale via stalls and markets of other goods,,,,,,,,
479,,,"retail trade not in stores, stalls or markets",,,,,,,,
,4791,,retail sale via mail order houses or via internet,,,,,,,,
,,,"In retail sale activities in this class, the buyer makes his choice on the basis",,,,,,,,
,,,"of advertisements, catalogues, information provided on a website, models",,,,,,,,
,,,"or any other means of advertising. The customer places his order by mail,",,,,,,,,
,,,phone or over the Internet (usually through special means provided by a,,,,,,,,
,,,website). The products purchased can be either directly downloaded from,,,,,,,,
,,,the Internet or physically delivered to the customer.,,,,,,,,
,,47911,Retail sale via mail order houses,,,,,,,,
,,47912,Retail sale via e-commerce,,,,,,,,
,4799,,"other retail sale not in stores, stalls or markets",,,,,,,,
,,,This class includes retail sale of any kind of product in any way that is not,,,,,,,,
,,,"included in previous classes (by direct sales or door-to-door sales persons,",,,,,,,,
,,,"through vending machines etc.), direct selling of fuel (heating oil, fire wood",,,,,,,,
,,,"etc.), delivered directly to the customers premises, activities of non-store",,,,,,,,
,,,"auctions (retail), retail sale by (non-store) commission agents",,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- delivery of products by stores, see groups 471-477",,,,,,,,
,,47990,"Other retail sale not in stores, stalls or markets",,,,,,,,
491,,,transport via railways,,,,,,,,
,4911,4911,passenger rail transport,,,,,,,,
,,,"This class includes passenger transport by inter-urban railways, operation",,,,,,,,
,,,of sleeping cars or dining cars as an integrated operation of railway,,,,,,,,
,,,companies,,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- passenger transport by urban and suburban transit systems, see 4921",,,,,,,,
,,,"- passenger terminal activities, see 5221",,,,,,,,
,,,"- operation of sleeping cars or dining cars when operated by separate units,",,,,,,,,
,,,"see 5590, 5610",,,,,,,,
,,49110,Passenger rail transport,,,,,,,,
,4912,4912,Freight rail transport,,,,,,,,
,,,"This class includes freight transport by inter-urban, suburban and urban",,,,,,,,
,,,railways,,,,,,,,
,,,This class excludes:,,,,,,,,
,,,"- storage and warehousing, see 5210",,,,,,,,
,,,"- freight terminal activities, see 5221",,,,,,,,
,,,"- cargo handling, see 5224",,,,,,,,
,,49120,Freight rail transport,,,,,,,,
492,,,other land transport,,,,,,,,
,4921,4921,urban or suburban passenger land transport,,,,,,,,
,,,This class includes land transport of passengers by urban or suburban,,,,,,,,
,,,transport systems. The transport is carried out on scheduled routes normally,,,,,,,,
,,,"following a fixed time schedule, entailing the picking up and setting down",,,,,,,,
